nickname,userId,privateAccount,signature,uniqueId,verified,videoId,createTime,likesCount,shareCount,commentCount,playCount,collectCount,description,url,timestamp,duration
Instagram | 7 milhões",enaldinho,True,7172196780023598341,1669907199,59000,212,249,2000000,1360,Não tem como não entrar numa vibe muito competitiva depois de assistir mais um jogaço! Vem descobrir o que eu fiz depois de acompanhar mais uma partida de futebol!! #matchmasters | ad,https://www.tiktok.com/@enaldinho/video/7172196780023598341,2022-12-01 15:06:39,44
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7171899441169976582,1669837968,30600,134,191,544500,1259,Inacreditável 😱😱😱,https://www.tiktok.com/@enaldinho/video/7171899441169976582,2022-11-30 19:52:48,11
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7171803106332773638,1669815538,168900,686,337,4300000,9715,Sorvete mais difícil de pegar da minha vida 😂,https://www.tiktok.com/@enaldinho/video/7171803106332773638,2022-11-30 13:38:58,16
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7171137639289031941,1669660597,710200,2216,1087,10400000,30200,O dia em que pegamos a bermuda do Richarlison no jogo da copa do mundo ,https://www.tiktok.com/@enaldinho/video/7171137639289031941,2022-11-28 18:36:37,27
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7170451135549984005,1669500760,174100,1645,3036,3900000,7789,A bola que escondia segredos ( só que não ) kkk,https://www.tiktok.com/@enaldinho/video/7170451135549984005,2022-11-26 22:12:40,23
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7170103211989142790,1669419753,62000,190,201,846200,2998,Como foi minha experiência no primeiro jogo do Brasil na copa! ,https://www.tiktok.com/@enaldinho/video/7170103211989142790,2022-11-25 23:42:33,43
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7169992033564757253,1669393865,120200,331,268,3700000,4081,Ninguém escapa do desafio do plástico filme 😂😂,https://www.tiktok.com/@enaldinho/video/7169992033564757253,2022-11-25 16:31:05,25
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7169683595211148550,1669322053,409400,2464,2030,6700000,15500,Inacreditável 😂,https://www.tiktok.com/@enaldinho/video/7169683595211148550,2022-11-24 20:34:13,5
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7168846536464534790,1669127158,75600,885,4754,531700,3051,"E aí, conseguiu?? 👀👀",https://www.tiktok.com/@enaldinho/video/7168846536464534790,2022-11-22 14:25:58,22
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7168233891608792325,1668984516,15300,172,191,375500,1168,Querem mais desenhos feitos pelo robô? Deixe o like aqui! ✍️,https://www.tiktok.com/@enaldinho/video/7168233891608792325,2022-11-20 22:48:36,52
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7167421294340820229,1668795318,57300,209,189,1700000,2597,😂😂🐍🐍@annaclarasr_,https://www.tiktok.com/@enaldinho/video/7167421294340820229,2022-11-18 18:15:18,27
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7166368692220005638,1668550239,191000,1962,2345,5200000,9216,Querem mais? ☺️,https://www.tiktok.com/@enaldinho/video/7166368692220005638,2022-11-15 22:10:39,7
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7165270674527767813,1668294589,102300,365,1614,960700,3654,Quantos lápis você viu? 👀,https://www.tiktok.com/@enaldinho/video/7165270674527767813,2022-11-12 23:09:49,16
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7163261721241537798,1667826844,64100,259,952,1100000,3620,Seu futuro está na minha mira 😂😂⚽️⚽️,https://www.tiktok.com/@enaldinho/video/7163261721241537798,2022-11-07 13:14:04,42
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7163066684197162246,1667781436,181200,1591,2072,3600000,17900,Quem aí vai querer encontrar uma figurinha lendária no próximo pacotinho? 😬,https://www.tiktok.com/@enaldinho/video/7163066684197162246,2022-11-07 00:37:16,49
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7162202076649590022,1667580125,140000,1387,6461,1200000,5008,Quem aí conseguiu? 👀,https://www.tiktok.com/@enaldinho/video/7162202076649590022,2022-11-04 16:42:05,21
Enaldinho,152607714882236416,False,"Youtuber | 41 milhões 
Instagram | 7 milhões",enaldinho,True,7160824275807603974,1667259332,34100,106,228,798900,1813,Se curtirem muito podemos fazer pt. 2 😂 @jullymolinna,https://www.tiktok.com/@enaldinho/video/7160824275807603974,2022-10-31 23:35:32,49
